ev,phi0,phi1p,phi2p,phi3p,phi4p,phi5p,phi6p,phi7p,phi8p
272,17,17,17,17,17,17,17,17,17
272,18,18,18,18,18,18,18,18,18
272,19,19,19,19,19,19,19,19,19
272,20,20,20,20,20,20,20,20,20
272,21,21,21,21,21,21,21,21,21
272,22,22,22,22,22,22,22,22,22
272,23,23,23,23,23,23,23,23,23
272,24,24,24,24,24,24,24,24,24
272,25,25,25,25,25,25,25,25,25
272,26,26,26,26,26,26,26,26,26
272,27,27,27,27,27,27,27,27,27
272,28,28,28,28,28,28,28,28,28
272,29,29,29,29,29,29,29,29,29
272,30,30,30,30,30,30,30,30,30
272,31,31,31,31,31,31,31,31,31
272,32,32,32,32,32,32,32,32,32
272,33,33,33,33,33,33,33,33,33
272,34,34,34,34,34,34,34,34,34
272,35,35,35,35,35,35,35,35,35
272,36,36,36,36,36,36,36,36,36
272,37,37,37,37,37,37,37,37,37
272,38,38,38,38,38,38,38,38,38
273,0,0,0,0,0,0,0,0,0
273,1,27,1,1,1,1,1,1,1
273,2,2,2,2,2,2,2,2,2
273,3,3,3,3,3,3,3,3,3
273,4,4,4,4,4,4,4,4,4
273,5,5,5,5,5,5,5,5,5
273,6,6,6,6,6,6,6,6,6
273,7,7,7,7,7,7,7,7,7
273,8,8,8,8,8,8,8,8,8
273,9,9,9,9,9,9,9,9,9
273,10,10,10,10,10,10,10,10,10
273,11,11,11,11,11,11,11,11,11
273,12,12,12,12,12,12,12,12,12
273,13,13,13,13,13,13,13,13,13
273,14,14,14,14,14,14,14,14,14
273,15,15,15,15,15,15,15,15,15
273,16,25,25,25,25,25,25,25,25
273,17,17,17,17,17,17,17,17,17
273,18,18,18,18,18,18,18,18,18
273,19,19,19,19,19,19,19,19,19
273,20,20,20,20,20,20,20,20,20
273,21,21,21,21,21,21,21,21,21
273,22,22,22,22,22,22,22,22,22
273,23,23,23,23,23,23,23,23,23
273,24,24,24,24,24,24,24,24,24
273,25,32,32,32,32,32,32,32,32
273,26,26,26,26,26,26,26,26,26
273,27,1,27,27,27,27,27,27,27
273,28,28,28,28,28,28,28,28,28
273,29,29,29,29,29,29,29,29,29
273,30,30,30,30,30,30,30,30,30
273,31,31,31,31,31,31,31,31,31
273,32,16,16,16,16,16,16,16,16
273,33,33,33,33,33,33,33,33,33
273,34,34,34,34,34,34,34,34,34
273,35,35,35,35,35,35,35,35,35
273,36,36,36,36,36,36,36,36,36
273,37,37,37,37,37,37,37,37,37
273,38,38,38,38,38,38,38,38,38
274,0,0,0,0,0,0,0,0,0
274,1,1,1,1,1,1,1,1,1
274,2,2,2,2,2,2,2,2,2
274,3,3,3,3,3,3,3,3,3
274,4,4,4,4,4,4,4,4,4
274,5,5,5,5,5,5,5,5,5
274,6,6,6,6,6,6,6,6,6
274,7,7,7,7,7,7,7,7,7
274,8,8,8,8,8,8,8,8,8
274,9,9,9,9,9,9,9,9,9
274,10,10,10,10,10,10,10,10,10
274,11,11,11,11,11,11,11,11,11
274,12,12,12,12,12,12,12,12,12
274,13,13,13,13,13,13,13,13,13
274,14,14,14,14,14,14,14,14,14
274,15,15,15,15,15,15,15,15,15
274,16,16,16,16,16,16,16,16,16
274,17,17,17,17,17,17,17,17,17
274,18,18,18,18,18,18,18,18,18
274,19,19,19,19,19,19,19,19,19
274,20,20,20,20,20,20,20,20,20
274,21,21,21,21,21,21,21,21,21
274,22,22,22,22,22,22,22,22,22
274,23,23,23,23,23,23,23,23,23
274,24,24,24,24,24,24,24,24,24
274,25,25,25,25,25,25,25,25,25
274,26,26,26,26,26,26,26,26,26
274,27,27,27,27,27,27,27,27,27
274,28,28,28,28,28,28,28,28,28
274,29,29,29,29,29,29,29,29,29
274,30,30,30,30,30,30,30,30,30
274,31,31,31,31,31,31,31,31,31
274,32,32,32,32,32,32,32,32,32
274,33,33,33,33,33,33,33,33,33
274,34,34,34,34,34,34,34,34,34
274,35,35,35,35,35,35,35,35,35
275,0,22,22,22,8,22,22,22,22
275,1,1,1,1,1,1,1,1,1
275,2,2,2,2,2,2,2,2,2
275,3,3,3,3,3,3,3,3,3
275,4,4,4,4,4,4,4,4,4
275,5,5,5,5,5,5,5,5,5
275,6,6,39,6,6,0,6,6,6
275,7,7,7,7,7,7,7,7,7
275,8,8,8,8,38,8,8,8,8
275,9,9,9,9,9,9,9,9,9
275,10,10,10,10,10,10,10,10,10
275,11,11,11,11,11,11,11,11,11
275,12,12,12,12,12,12,12,12,12
275,13,13,13,13,13,13,13,13,13
275,14,14,14,14,14,14,14,14,14
275,15,15,15,15,15,15,15,15,15
275,16,16,16,16,16,16,16,16,16
275,17,17,17,17,17,17,17,17,17
275,18,18,18,18,18,18,18,18,18
275,19,19,19,19,19,19,19,19,19
275,20,20,20,20,20,20,20,20,20
275,21,21,21,21,21,21,21,21,21
275,22,0,0,0,0,6,0,0,0
275,23,23,23,23,23,23,23,23,23
275,24,24,26,24,24,24,24,24,24
275,25,25,25,25,25,25,25,25,25
275,26,26,24,26,26,26,26,26,26
275,27,27,27,27,27,27,27,27,27
275,28,28,28,28,28,28,28,28,28
275,29,29,29,29,29,29,29,29,29
275,30,30,30,30,30,30,30,30,30
275,31,31,31,31,31,31,31,31,31
275,32,32,32,32,32,32,32,32,32
275,33,33,33,33,33,33,33,33,33
275,34,34,34,34,34,34,34,34,34
275,35,35,35,35,35,35,35,35,35
275,36,36,36,36,36,36,36,36,36
275,37,37,37,37,37,37,37,37,37
275,38,38,38,38,22,38,38,38,38
275,39,39,6,39,39,39,39,39,39
275,40,40,40,40,40,40,40,40,40
276,0,0,0,0,0,0,0,0,0
276,1,1,1,1,1,1,1,1,1
276,2,2,2,2,2,2,19,2,2
276,3,3,3,3,3,3,3,3,3
276,4,4,4,4,4,4,4,4,4
276,5,5,5,5,5,5,5,5,5
276,6,6,6,6,6,6,6,6,6
276,7,7,7,7,7,7,7,7,7
276,8,8,8,8,8,8,8,8,8
276,9,9,9,9,9,9,9,9,9
276,10,10,10,10,10,10,10,10,10
276,11,11,11,11,11,11,11,11,11
276,12,12,12,12,12,12,12,12,12
276,13,13,13,13,13,13,13,13,13
276,14,14,14,14,14,14,14,14,14
276,15,15,15,15,15,15,15,15,15
276,16,16,16,16,16,16,16,16,16
276,17,17,17,17,17,17,17,17,17
276,18,19,19,19,19,19,2,19,19
276,19,18,18,18,18,18,18,18,18
276,20,20,20,20,20,20,20,20,20
276,21,21,21,21,21,21,21,21,21
276,22,22,22,22,22,22,22,22,22
276,23,23,23,23,23,23,23,23,23
276,24,24,24,24,24,24,24,24,24
276,25,25,25,25,25,25,25,25,25
276,26,26,26,26,26,26,26,26,26
276,27,27,27,27,27,27,27,27,27
276,28,28,28,28,28,28,28,28,28
276,29,29,29,29,29,29,29,29,29
276,30,30,30,30,30,30,30,30,30
276,31,31,31,31,31,31,31,31,31
276,32,32,32,32,32,32,32,32,32
276,33,33,33,33,33,33,33,33,33
276,34,34,34,34,34,34,34,34,34
276,35,35,35,35,35,35,35,35,35
276,36,36,36,36,36,36,36,36,36
276,37,37,37,37,37,37,37,37,37
277,0,0,0,0,0,0,0,0,0
277,1,1,1,1,1,1,1,1,1
277,2,2,4,2,2,2,2,2,2
277,3,3,27,3,3,3,3,3,3
277,4,4,2,4,4,4,4,4,4
277,5,5,5,5,5,5,5,5,5
277,6,6,6,6,6,6,6,6,6
277,7,7,7,7,7,7,7,7,7
277,8,8,8,8,8,8,8,8,8
277,9,9,9,9,9,9,9,9,9
277,10,10,10,10,10,10,10,10,10
277,11,11,11,11,11,11,11,11,11
277,12,12,12,12,12,12,12,12,12
277,13,13,13,13,13,13,13,13,13
277,14,14,14,14,14,14,14,14,14
277,15,15,15,15,15,15,15,15,15
277,16,16,16,16,16,16,16,16,16
277,17,17,17,17,17,17,17,17,17
277,18,18,18,18,18,18,18,18,18
277,19,19,19,19,19,19,19,19,19
277,20,20,20,20,20,20,20,20,20
277,21,21,21,21,21,21,21,21,21
277,22,22,22,22,22,22,22,22,22
277,23,23,23,23,23,23,23,23,23
277,24,24,24,24,24,24,24,24,24
277,25,25,25,25,25,25,25,25,25
277,26,26,26,26,26,26,26,26,26
277,27,27,3,27,27,27,27,27,27
277,28,28,28,28,28,28,28,28,28
277,29,29,29,29,29,29,29,29,29
277,30,30,30,30,30,30,30,30,30
278,0,0,0,0,0,0,0,0,0
278,1,1,1,1,1,1,1,1,1
278,2,2,2,2,2,2,2,2,2
278,3,3,3,3,3,3,3,3,3
278,4,4,4,4,4,4,4,4,4
278,5,5,5,5,5,5,5,5,5
278,6,6,6,6,6,6,6,6,6
278,7,7,7,7,7,7,7,7,7
278,8,8,8,8,8,8,8,8,8
278,9,9,9,9,9,9,9,9,9
278,10,10,10,10,10,10,10,10,10
278,11,11,11,11,11,11,11,11,11
278,12,12,12,12,12,12,12,12,12
278,13,13,13,13,13,13,13,13,13
278,14,14,14,14,14,14,14,14,14
278,15,15,15,15,15,15,15,15,15
278,16,16,16,16,16,16,16,16,16
278,17,17,17,17,17,17,17,17,17
278,18,18,18,18,18,18,18,18,18
278,19,19,19,19,19,19,19,19,19
278,20,20,20,20,20,20,20,20,20
278,21,21,21,21,21,21,21,21,21
278,22,22,22,22,22,22,22,22,22
278,23,23,23,23,23,23,23,23,23
278,24,24,24,24,24,24,24,24,24
278,25,25,25,25,25,25,25,25,25
278,26,26,26,26,26,26,26,26,26
278,27,27,27,27,27,27,27,27,27
278,28,28,28,28,28,28,28,28,28
278,29,29,29,29,29,29,29,29,29
279,0,0,0,0,0,0,0,0,0
279,1,1,1,1,1,1,1,1,1
279,2,2,2,2,2,2,2,2,2
279,3,3,3,3,3,3,3,3,3
279,4,4,4,4,4,4,4,4,4
279,5,5,10,10,10,10,10,10,10
279,6,6,6,6,6,6,6,6,6
279,7,7,7,7,7,7,7,7,7
279,8,8,8,8,8,8,8,8,8
279,9,9,9,9,9,9,9,9,9
279,10,10,5,5,5,5,5,5,5
279,11,11,11,11,11,11,11,11,11
279,12,12,12,12,12,12,12,12,12
279,13,13,13,13,13,13,13,13,13
279,14,14,14,14,14,14,14,14,14
279,15,15,15,15,15,15,15,15,15
279,16,16,16,16,16,16,16,16,16
279,17,17,17,17,17,17,17,17,17
279,18,18,18,18,18,18,18,18,18
279,19,19,19,19,19,19,19,19,19
279,20,20,20,20,20,20,20,20,20
279,21,21,21,21,21,21,21,21,21
279,22,22,22,22,22,22,22,22,22
279,23,23,23,23,23,23,23,23,23
279,24,24,24,24,24,24,24,24,24
279,25,25,25,25,25,25,25,25,25
279,26,26,26,26,26,26,26,26,26
279,27,27,27,27,27,27,27,27,27
279,28,28,28,28,28,28,28,28,28
279,29,29,29,29,29,29,29,29,29
279,30,30,30,30,30,30,30,30,30
279,31,31,31,31,31,31,31,31,31
279,32,32,32,32,32,32,32,32,32
279,33,33,33,33,33,33,33,33,33
279,34,34,34,34,34,34,34,34,34
279,35,35,35,35,35,35,35,35,35
279,36,36,36,36,36,36,36,36,36
279,37,37,37,37,37,37,37,37,37
279,38,38,38,38,38,38,38,38,38
279,39,39,39,39,39,39,39,39,39
279,40,40,40,40,40,40,40,40,40
280,0,0,0,0,0,0,0,0,0
280,1,1,1,1,1,1,1,1,1
280,2,2,2,2,2,2,2,2,2
280,3,3,3,3,3,3,3,3,3
280,4,4,4,4,4,4,4,4,4
280,5,5,5,5,5,5,5,5,5
280,6,6,6,6,6,6,6,6,6
280,7,7,7,7,7,7,7,7,7
280,8,8,8,8,8,8,8,8,8
280,9,9,9,9,9,9,9,9,9
280,10,10,10,10,10,10,10,10,10
280,11,11,11,11,11,11,11,11,11
280,12,12,12,12,12,12,12,12,12
280,13,13,13,13,13,13,13,13,13
280,14,14,14,14,14,14,14,14,14
280,15,15,15,15,15,15,15,15,15
280,16,16,16,16,16,16,16,16,16
280,17,17,17,17,17,17,17,17,17
280,18,18,18,18,18,18,18,18,18
280,19,19,19,19,19,19,19,19,19
280,20,20,20,20,20,20,20,20,20
280,21,21,21,21,21,21,21,21,21
280,22,22,22,22,22,22,22,22,22
280,23,23,23,23,23,23,23,23,23
280,24,24,24,24,24,24,24,24,24
280,25,25,25,25,25,25,25,25,25
280,26,26,26,26,26,26,26,26,26
280,27,27,27,27,27,27,27,27,27
280,28,28,28,28,28,28,28,28,28
280,29,29,29,29,29,29,29,29,29
280,30,30,30,30,30,30,30,30,30
280,31,31,31,31,31,31,31,31,31
280,32,32,32,32,32,32,32,32,32
280,33,33,33,33,33,33,33,33,33
280,34,34,34,34,34,34,34,34,34
281,0,0,0,0,0,0,0,0,0
281,1,1,1,1,1,1,1,1,1
281,2,2,2,2,2,2,2,2,2
281,3,3,3,3,3,3,3,3,3
281,4,4,4,4,4,4,4,4,4
281,5,5,5,5,5,5,5,5,5
281,6,6,6,6,6,6,6,6,6
281,7,7,7,7,7,7,7,7,7
281,8,8,8,8,8,8,8,8,8
281,9,9,9,9,9,9,9,9,9
281,10,10,10,10,10,10,10,10,10
281,11,11,11,11,11,11,11,11,11
281,12,12,12,12,12,12,12,12,12
281,13,13,13,13,13,13,13,13,13
281,14,14,14,14,14,14,14,14,14
281,15,15,32,32,32,32,32,32,32
281,16,16,16,16,16,16,16,16,16
281,17,17,17,17,17,17,17,17,17
281,18,18,18,18,18,18,18,18,18
281,19,19,19,19,19,19,19,19,19
281,20,20,20,20,20,20,20,20,20
281,21,21,21,21,21,21,21,21,21
281,22,22,22,22,22,22,22,22,22
281,23,23,23,23,23,23,23,23,23
281,24,24,24,24,24,24,24,24,24
281,25,25,25,25,25,25,25,25,25
281,26,26,26,26,26,26,26,26,26
281,27,27,27,27,27,27,27,27,27
281,28,28,28,28,28,28,28,28,28
281,29,29,29,29,29,29,29,29,29
281,30,30,30,30,30,30,30,30,30
281,31,31,31,31,31,31,31,31,31
281,32,32,15,15,15,15,15,15,15
281,33,33,33,33,33,33,33,33,33
281,34,34,34,34,34,34,34,34,34
281,35,35,35,35,35,35,35,35,35
281,36,36,36,36,36,36,36,36,36
281,37,37,38,37,37,37,37,37,37
281,38,38,37,38,38,38,38,38,38
281,39,39,39,39,39,39,39,39,39
281,40,40,40,40,40,40,40,40,40
282,0,0,0,0,0,0,0,0,0
282,1,1,1,1,1,1,1,1,1
282,2,2,2,2,2,2,2,2,2
282,3,3,3,3,3,3,3,3,3
282,4,4,4,4,4,4,4,4,4
282,5,5,5,5,5,5,5,5,5
282,6,6,6,6,6,6,6,6,6
282,7,7,7,7,7,7,7,7,7
282,8,16,16,16,16,16,16,16,16
282,9,9,9,9,9,9,9,9,9
282,10,10,10,10,10,10,10,10,10
282,11,11,11,11,11,11,11,11,11
282,12,12,12,12,12,12,12,12,12
282,13,13,13,13,13,13,13,13,13
282,14,14,14,14,14,14,14,14,14
282,15,15,15,15,15,15,15,15,15
282,16,8,8,8,8,8,8,8,8
282,17,17,17,17,17,17,17,17,17
282,18,18,18,18,18,18,18,18,18
282,19,19,19,19,19,19,19,19,19
282,20,24,24,24,24,24,24,24,24
282,21,21,21,21,21,21,21,21,21
282,22,22,22,22,22,22,22,22,22
282,23,23,23,23,23,23,23,23,23
282,24,20,20,20,20,20,20,20,20
282,25,25,25,25,25,25,25,25,25
282,26,26,26,26,26,26,26,26,26
282,27,27,27,27,27,27,27,27,27
282,28,28,28,28,28,28,28,28,28
282,29,29,29,29,29,29,29,29,29
282,30,30,30,30,30,30,30,30,30
282,31,31,31,31,31,31,31,31,31
282,32,32,32,32,32,32,32,32,32
282,33,33,33,33,33,33,33,33,33
282,34,34,34,34,34,34,34,34,34
282,35,35,35,35,35,35,35,35,35
282,36,36,36,36,36,36,36,36,36
282,37,37,37,37,37,37,37,37,37
282,38,38,38,38,38,38,38,38,38
283,0,0,0,0,0,0,0,0,0
283,1,1,1,1,1,1,1,1,1
283,2,2,2,2,2,2,2,2,2
283,3,3,3,3,3,3,3,3,3
283,4,4,4,4,4,4,4,4,4
283,5,5,5,5,5,5,5,5,5
283,6,6,6,6,6,6,6,6,6
283,7,7,7,7,7,7,7,7,7
283,8,8,8,8,8,8,8,11,8
283,9,9,9,9,9,9,9,9,9
283,10,10,10,10,10,10,10,10,10
283,11,27,11,11,11,11,11,8,11
283,12,12,12,12,12,12,12,12,12
283,13,13,13,13,13,13,13,13,13
283,14,14,14,14,14,14,14,14,14
283,15,15,15,15,15,15,15,15,15
283,16,16,16,16,16,16,16,16,16
283,17,17,17,17,17,17,17,17,17
283,18,18,18,18,18,18,18,18,18
283,19,19,19,19,19,19,19,19,19
283,20,20,20,20,20,20,20,20,20
283,21,21,21,21,21,21,21,21,21
283,22,22,22,22,22,22,22,22,22
283,23,23,23,23,23,23,23,23,23
283,24,24,24,24,24,24,24,24,24
283,25,25,25,25,25,25,25,25,25
283,26,26,26,26,26,26,26,26,26
283,27,11,27,27,27,27,27,27,27
283,28,28,28,28,28,28,28,28,28
283,29,29,29,29,29,29,29,29,29
283,30,30,30,30,30,30,30,30,30
283,31,31,31,31,31,31,31,31,31
283,32,32,32,32,32,32,32,32,32
283,33,33,33,33,33,33,33,33,33
283,34,34,34,34,34,34,34,34,34
283,35,35,35,35,35,35,35,35,35
284,0,0,0,0,0,0,0,0,0
284,1,1,1,1,1,1,1,1,1
284,2,2,2,2,2,2,2,2,2
284,3,3,3,3,3,3,3,3,3
284,4,4,4,4,4,4,4,4,4
284,5,5,5,5,5,5,5,5,5
284,6,6,6,6,6,6,6,6,6
284,7,7,7,7,7,7,7,7,7
284,8,8,8,8,8,8,8,8,8
284,9,9,9,9,9,9,9,9,9
284,10,10,10,10,10,10,10,10,10
284,11,11,11,11,11,11,11,11,11
284,12,12,12,12,12,12,12,12,12
284,13,13,13,13,13,13,13,13,13
284,14,14,14,14,14,14,14,14,14
284,15,15,15,15,15,15,15,15,15
284,16,16,16,16,16,16,16,16,16
284,17,17,17,17,17,17,17,17,17
284,18,18,18,18,18,18,18,18,18
284,19,19,19,19,19,19,19,19,19
284,20,20,20,20,20,20,20,20,20
284,21,21,21,21,21,21,21,21,21
284,22,22,22,22,22,22,22,22,22
284,23,23,23,23,23,23,23,23,23
284,24,24,24,24,24,24,24,24,24
284,25,25,25,25,25,25,25,25,25
284,26,26,26,26,26,26,26,26,26
284,27,27,27,27,27,27,27,27,27
284,28,28,28,28,28,28,28,28,28
284,29,29,29,29,29,29,29,29,29
284,30,30,30,30,30,30,30,30,30
284,31,31,31,31,31,31,31,31,31
284,32,32,32,32,32,32,32,32,32
284,33,33,33,33,33,33,33,33,33
284,34,34,34,34,34,34,34,34,34
284,35,35,35,35,35,35,35,35,35
284,36,36,36,36,36,36,36,36,36
284,37,37,37,37,37,37,37,37,37
284,38,38,38,38,38,38,38,38,38
284,39,39,39,39,39,39,39,39,39
284,40,40,40,40,40,40,40,40,40
284,41,41,41,41,41,41,41,41,41
284,42,42,42,42,42,42,42,42,42
284,43,43,43,43,43,43,43,43,43
284,44,44,44,44,44,44,44,44,44
285,0,0,0,0,0,0,0,0,0
285,1,1,1,1,1,1,1,1,1
285,2,2,2,2,2,2,2,2,2
285,3,3,3,3,3,3,3,3,3
285,4,4,4,4,4,4,4,4,4
285,5,5,5,5,5,5,5,5,5
285,6,26,26,26,26,26,26,26,26
285,7,7,7,7,7,7,7,7,7
285,8,8,8,8,8,8,8,8,8
285,9,9,9,9,9,9,9,9,9
285,10,10,10,10,10,10,10,10,10
285,11,11,11,11,11,11,11,11,11
285,12,12,12,12,12,12,12,12,12
285,13,13,13,13,13,13,13,13,13
285,14,14,14,14,14,14,14,14,14
285,15,15,15,15,15,15,15,15,15
285,16,16,36,16,16,16,16,16,16
285,17,17,17,17,17,17,17,17,17
285,18,18,18,18,18,18,18,18,18
285,19,19,19,19,19,19,19,19,19
285,20,20,20,20,20,20,20,20,20
285,21,21,21,21,21,21,21,21,21
285,22,22,22,22,22,22,22,22,22
285,23,23,23,23,23,23,23,23,23
285,24,24,24,24,24,24,24,24,24
285,25,25,25,25,25,25,25,25,25
285,26,31,6,6,6,6,6,6,6
285,27,27,27,27,27,27,27,27,27
285,28,28,28,28,28,28,28,28,28
285,29,29,29,29,29,29,29,29,29
285,30,30,30,30,30,30,30,30,30
285,31,6,31,31,31,31,31,31,31
285,32,32,32,32,32,32,32,32,32
285,33,33,33,33,33,33,33,33,33
285,34,34,34,34,34,34,34,34,34
285,35,35,35,35,35,35,35,35,35
285,36,36,16,36,36,36,36,36,36
285,37,37,37,37,37,37,37,37,37
286,0,0,0,0,0,0,0,0,0
286,1,1,1,1,1,1,1,1,1
286,2,2,2,2,2,2,2,2,2
286,3,3,3,3,3,3,3,3,3
286,4,4,4,4,4,4,4,4,4
286,5,5,5,5,5,5,5,5,5
286,6,6,6,6,6,6,6,6,6
286,7,7,7,7,7,7,7,7,7
286,8,8,8,8,8,8,8,8,8
286,9,9,9,9,9,9,9,9,9
286,10,10,10,10,10,10,10,10,10
286,11,11,11,11,11,11,11,11,11
286,12,12,12,12,12,12,12,12,12
286,13,13,13,13,13,13,13,13,13
286,14,14,14,14,14,14,14,14,14
286,15,15,15,15,15,15,15,15,15
286,16,16,16,16,16,16,16,16,16
286,17,17,17,17,17,17,17,17,17
286,18,18,18,18,18,18,18,18,18
286,19,19,19,19,19,19,19,19,19
286,20,20,20,20,20,20,20,20,20
286,21,29,21,21,21,21,21,21,21
286,22,22,22,22,22,22,22,22,22
286,23,23,23,23,23,23,23,23,23
286,24,24,24,24,24,24,24,24,24
286,25,25,25,25,25,25,25,25,25
286,26,26,26,26,26,26,26,26,26
286,27,27,27,27,27,27,27,27,27
286,28,28,28,28,28,28,28,28,28
286,29,21,29,29,29,29,29,29,29
286,30,30,30,30,30,30,30,30,30
286,31,31,31,31,31,31,31,31,31
286,32,32,32,32,32,32,32,32,32
286,33,33,33,33,33,33,33,33,33
286,34,34,34,34,34,34,34,34,34
286,35,35,35,35,35,35,35,35,35
286,36,36,36,36,36,36,36,36,36
286,37,37,37,37,37,37,37,37,37
286,38,38,38,38,38,38,38,38,38
286,39,39,39,39,39,39,39,39,39
287,0,0,0,0,0,0,0,0,0
287,1,1,1,1,1,1,1,1,1
287,2,2,2,2,2,2,2,2,2
287,3,3,3,3,3,3,3,3,3
287,4,4,4,4,4,4,4,4,4
287,5,5,5,5,5,5,5,5,5
287,6,6,6,6,6,6,6,6,6
287,7,7,7,7,7,7,7,7,7
287,8,8,8,8,8,8,8,8,8
287,9,9,12,9,9,9,9,9,9
287,10,10,10,10,10,10,10,10,10
287,11,11,11,11,11,11,11,11,11
287,12,12,9,12,12,12,12,12,12
287,13,13,13,13,13,13,13,13,13
287,14,14,14,14,14,14,14,14,14
287,15,15,15,15,15,15,15,15,15
287,16,16,16,16,16,16,16,16,16
287,17,17,17,17,17,17,17,17,17
287,18,18,18,18,18,18,18,18,18
287,19,19,19,19,19,19,19,19,19
287,20,20,20,20,20,20,20,20,20
287,21,21,21,21,21,21,21,21,21
287,22,22,22,22,22,22,22,22,22
287,23,23,23,23,23,23,23,23,23
287,24,24,24,24,24,24,24,24,24
287,25,25,25,25,25,25,25,25,25
287,26,26,26,26,26,26,26,26,26
287,27,27,27,27,27,27,27,27,27
287,28,28,28,28,28,28,28,28,28
287,29,29,29,29,29,29,29,29,29
287,30,30,30,30,30,30,30,30,30
287,31,31,31,31,31,31,31,31,31
287,32,32,32,32,32,32,32,32,32
287,33,33,33,33,33,33,33,33,33
287,34,34,34,34,34,34,34,34,34
287,35,35,35,35,35,35,35,35,35
287,36,36,36,36,36,36,36,36,36
287,37,37,37,37,37,37,37,37,37
287,38,38,38,38,38,38,38,38,38
287,39,39,39,39,39,39,39,39,39
287,40,40,40,40,40,40,40,40,40
287,41,41,41,41,41,41,41,41,41
287,42,42,42,42,42,42,42,42,42
287,43,43,43,43,43,43,43,43,43
288,0,0,0,0,0,0,0,0,0
288,1,1,1,1,1,1,1,1,1
288,2,2,2,2,2,2,2,2,2
288,3,3,3,3,3,3,3,3,3
288,4,4,4,4,4,4,4,4,4
288,5,5,5,5,5,5,5,5,5
288,6,6,6,6,6,6,6,6,6
288,7,7,7,7,7,7,7,7,7
288,8,8,8,8,8,8,8,8,8
288,9,9,9,9,9,9,9,9,9
288,10,10,10,10,10,10,10,10,10
288,11,11,11,11,11,11,11,11,11
288,12,12,12,12,12,12,12,12,12
288,13,13,13,13,13,13,13,13,13
288,14,14,14,14,14,14,14,14,14
288,15,15,15,15,15,15,15,15,15
288,16,16,16,16,16,16,16,16,16
288,17,17,17,17,17,17,17,17,17
288,18,18,18,18,18,18,18,18,18
288,19,19,19,19,19,19,19,19,19
288,20,20,20,20,20,20,20,20,20
288,21,21,21,21,21,21,27,21,21
288,22,22,22,22,22,22,22,22,22
288,23,23,23,23,23,23,23,23,23
288,24,24,24,24,24,24,24,24,24
288,25,25,25,25,25,25,25,25,25
288,26,26,26,26,26,26,26,26,26
288,27,27,27,27,27,27,21,27,27
288,28,28,28,28,28,28,28,28,28
288,29,29,29,29,29,29,29,29,29
288,30,30,30,30,30,30,30,30,30
288,31,31,31,31,31,31,31,31,31
288,32,32,32,32,32,32,32,32,32
288,33,33,33,33,33,33,33,33,33
288,34,34,34,34,34,34,34,34,34
288,35,35,35,35,35,35,35,35,35
289,0,0,0,0,0,0,0,0,0
289,1,1,1,1,1,1,1,1,1
289,2,2,2,2,2,2,2,2,2
289,3,3,3,3,3,3,3,3,3
289,4,4,4,4,4,4,4,4,4
289,5,5,5,5,5,5,5,5,5
289,6,6,6,6,6,6,6,6,6
289,7,7,7,7,7,7,7,7,7
289,8,8,8,8,8,8,8,8,8
289,9,9,9,9,9,9,9,9,9
289,10,10,10,10,10,10,10,10,10
289,11,11,11,11,11,11,11,11,11
289,12,12,12,12,12,12,12,12,12
289,13,13,13,13,13,13,13,13,13
289,14,14,14,14,14,14,14,14,14
289,15,15,15,15,15,15,15,15,15
289,16,16,28,28,28,28,28,28,28
289,17,17,17,17,17,17,17,17,17
289,18,18,18,18,18,18,18,18,18
289,19,19,19,19,19,19,19,19,19
289,20,32,32,32,32,32,32,32,32
289,21,21,21,21,21,21,21,21,21
289,22,22,22,22,22,22,22,22,22
289,23,23,23,23,23,23,23,23,23
289,24,24,24,24,24,24,24,24,24
289,25,25,25,25,25,25,25,25,25
289,26,26,26,26,26,26,26,26,26
289,27,27,27,27,27,27,27,27,27
289,28,28,16,16,16,16,16,16,16
289,29,29,29,29,29,29,29,29,29
289,30,30,30,30,30,30,30,30,30
289,31,31,31,31,31,31,31,31,31
289,32,20,20,20,20,20,20,20,20
289,33,33,33,33,33,33,33,33,33
290,0,0,0,0,0,0,0,0,0
290,1,1,1,1,1,1,1,1,1
290,2,2,2,2,2,2,2,2,2
290,3,3,3,3,3,3,3,3,3
290,4,4,4,4,4,4,4,4,4
290,5,5,5,5,5,5,5,5,5
290,6,6,6,6,6,6,6,6,6
290,7,7,7,7,7,7,7,7,7
290,8,8,8,8,8,8,8,8,8
290,9,9,9,9,9,9,9,9,9
290,10,10,10,10,10,10,10,10,10
290,11,11,11,11,11,11,11,11,11
290,12,12,12,12,12,12,12,12,12
290,13,13,13,13,13,13,13,13,13
290,14,14,14,14,14,14,14,14,14
290,15,15,15,15,15,15,15,15,15
290,16,16,16,16,16,16,16,16,16
290,17,17,17,17,17,17,17,17,17
290,18,18,18,18,18,18,18,18,18
290,19,19,19,19,19,19,19,19,19
290,20,20,20,20,20,20,20,20,20
290,21,21,21,21,21,21,21,21,21
290,22,22,22,22,22,22,22,22,22
290,23,23,23,23,23,23,23,23,23
290,24,24,24,24,24,24,24,24,24
290,25,25,25,25,25,25,25,25,25
290,26,26,26,26,26,26,26,26,26
290,27,27,27,27,27,27,27,27,27
290,28,28,28,28,28,28,28,28,28
290,29,29,29,29,29,29,29,29,29
290,30,30,30,30,30,30,30,30,30
